localizacao,tipo,titulo,descricao_detalhada,video,imagens,links,audio,user_id,id
"-23.96548643,-46.34921985",turismo,Orquidário Municipal,"O Orquidário Municipal de Santos é um parque zoobotânico situado no município brasileiro de Santos, no Estado de São Paulo.
Inaugurado em 1945, dispõe de uma floresta urbana e exuberante, cuidadosamente plantada em solo adequado e cultivada, em particular com espécies da Mata Atlântica, além de estufa com uma coleção de orquídeas. Conta com mais de 3500 orquídeas de mais de 120 espécies. Além disso, possui cerca de 500 animais de 70 espécies, a exemplo de cutias, cágados, jabutis, saracuras e pavões. ",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753188837212-yfahbf.jpeg,,,,233
"-23.93283340,-46.32320730",Fortificação,Casa do Trem Bélico,"Edificado entre 1734 e 1738 (com possível origem anterior entre 1640‑1656), servia como depósito de munições para os fortes que protegiam a Vila de Santos. É o mais antigo prédio público da cidade e único exemplar de arquitetura militar colonial setecentista ainda preservado no Brasil. Restaurado em 2009 pelo IPHAN e Condephaat, agora abriga exposições permanentes (Linha do Tempo e acervo bélico), espaço educativo, café e administração do Circuito dos Fortes.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753798311432-o5cuhi.jpg,,,,234
"-23.96122077,-46.31626565",cultura,Praça Zumbi dos Palmares,"Praça homenageando Zumbi dos Palmares, com busto e espaço para eventos como celebração do Dia da Consciência Negra. Conta também com playground e pista de skate integrados à memória afro-brasileira.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753197255871-p7moer.jpg,,,,235
"-23.93252415,-46.33015802",histórico,Bolsa Oficial de Café,"Edifício histórico construído em 1922, sede da antiga Bolsa Oficial de Café. Arquitetura eclética com influências neoclássicas e art déco.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753184266557-vwjub6.jpeg,,,,236
"-23.97402133,-46.35270774",Ilha,Ilha Urubuqueçaba,"Pequena ilha rochosa localizada próxima à praia do José Menino, em Santos, a cerca de 270 metros da areia. A Ilha Urubuqueçaba é envolta em lendas indígenas e histórias locais, sendo um dos símbolos mais misteriosos da cidade. Seu nome, de origem tupi, significa ""lugar onde se ajunta urubu"". Nos períodos de maré baixa, é possível alcançá-la a pé por um banco de areia, tornando-se uma experiência única para visitantes. A ilha abriga vegetação nativa e formações rochosas, além de ser ponto de observação da fauna marinha e aves. É considerada uma Área de Proteção Ambiental e possui acesso restrito para garantir a preservação do ecossistema.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753725981319-l5ethh.jpeg,,,,237
"-23.93641467,-46.32442653",cultura,Teatro Coliseu,"Teatro histórico inaugurado em 1924, um dos mais importantes da cidade. Arquitetura neoclássica com capacidade para 1.200 espectadores.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753188925466-vm2kfk.jpg,,,,238
"-23.94263900,-46.34686100",histórico,Quilombo do Jabaquara,"Constituído em 1880 por libertos, fugitivos da escravidão e militantes abolicionistas, o Quilombo do Jabaquara chegou a abrigar até 20 mil pessoas. Foi um importante reduto da resistência negra em Santos. Em 2005, uma placa foi instalada na entrada simbólica do quilombo para homenagear sua história.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753190426877-qj6oh6.jpg,,,,239
"-23.91554014,-46.30828232",comunidades,Ilha Diana,"Ilha localizada no estuário do rio Diana, na Área Continental de Santos. Um reduto caiçara ainda ativo, com cerca de 56 famílias vivendo da pesca artesanal, construções sobre palafitas e forte tradição comunitária. O acesso é feito apenas por barco, incluindo visitas guiadas que percorrem mangues e canais, com almoço típico e interação com a cultura local. A travessia dura cerca de 15–20 minutos a partir do centro de Santos.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753726461235-c12dvc.JPG,,,,240
"-23.97100728,-46.38625950",Histórico / Fonte,Praça da Biquinha de Anchieta,"Fonte construída em 1533 e principal ponto de abastecimento de água da vila colonial, ligada às catequeses de Anchieta aos indígenas. Atualmente abriga feiras de doces, eventos culturais e celebrações históricas, sendo importante memória comunitária.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753800595746-46xcft.jpg,,,,241
"-23.97415291,-46.31999232",igreja,Basílica de Santo Antônio do Embaré,"A Basílica Menor de Santo Antônio do Embaré ou Basílica de Santo Antônio do Embaré, inaugurada em 1945, localiza-se na cidade de Santos, estado de São Paulo e foi projetada e construída no estilo da arquitetura neogótica. ",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753184200602-co9u02.jpg,,,,242
"-23.94265363,-46.37178630",historico,Monumento Mães de Maio,"Monumento memorial em homenagem às Mães de Maio — familiares das vítimas dos Crimes de Maio de 2006. Escultura apresenta silhuetas humanas estilizadas, buquês de rosas e rampa de acesso, simbolizando a luta por justiça.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753197484632-kzzx05.jpg,,,,243
"-23.94469527,-46.33288836",Cultura / Teatro,Teatro Municipal de Santos,"Inaugurado em 1979, projetado por Oswaldo Corrêa Gonçalves, Júlio Katinsky e Abrahão Sanovicz, o Teatro Municipal ocupa cerca de 5.130 m² e integra o Centro de Cultura Patrícia Galvão. Com cerca de 765 lugares, foi concebido para democratizar o acesso às artes cênicas, sem divisão social por níveis de assento. Recebe espetáculos variados e tem relevante atuação cultural na cidade desde os anos 1980.",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753726675138-9y7686.jpg,,,,244
"-23.95045290,-46.31796710",historico,O Portuário,"O Monumento ao Trabalhador Portuário, conhecido como 'O Portuário', é uma imponente escultura de 12 metros em homenagem aos trabalhadores do Porto de Santos. Criada por Vito D'Alessio e Juvenal Irene e inaugurada em 1996, a obra retrata um estivador carregando um saco, simbolizando a força e a história do trabalho no porto. Localizado na Praça Silvério de Souza, é um marco histórico e um símbolo da identidade da cidade.",,https://aquiemsantostem.wordpress.com/wp-content/uploads/2013/12/wpid-picsart_1386343806092.jpg,,,,245
"-23.95129538,-46.33895338",Esportivo / Cultural,Vila Belmiro (Estádio Urbano Caldeira),"Inaugurado em 12 de outubro de 1916 (primeira partida oficial em 22/10/1916 entre Santos e Ypiranga – vitória por 2×1), a “Praça de Esportes do Santos” tornou‑se o Estádio Urbano Caldeira em 24 de março de 1933, em homenagem ao dirigente e ex‑jogador Urbano Caldeira. É um dos estádios mais antigos do Brasil, palco da “Era Pelé” e conhecido como “Alçapão da Vila”. Capacidade atual de cerca de 16 000 a 20 000 torcedores e viveu momentos marcantes do futebol nacional. Abriga o Memorial das Conquistas, Centro de Memória e eventos esportivos e culturais.‎",,https://qbdofilxcfnxhaimuilu.supabase.co/storage/v1/object/public/famous-places-images/1753798110219-gl5s23.jpeg,,,,246
"-23.9277906,-46.3837881",assistencia,Centro de Referência da Assistência Social – Jardim São Manoel - CRAS,"Localizado na Rua Coronel Feliciano Narciso Bicudo, 655 – Jardim São Manoel, Santos, o Centro de Referência da Assistência Social (CRAS) oferece atendimento socioassistencial a famílias e indivíduos em situação de risco social.

O CRAS funciona como porta de entrada da rede de proteção social, promovendo acolhimento, orientação e acompanhamento para pessoas e famílias que necessitam de apoio. A unidade também realiza encaminhamentos para serviços especializados, organiza atividades comunitárias e desenvolve programas de fortalecimento familiar, contribuindo para a inclusão social, a melhoria da qualidade de vida e o fortalecimento dos vínculos comunitários.

📞 Telefone: (13) 3299-1010 / (13) 3219-5201",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/kc7jp5homc.png,,,,247
"-23.9615602,-46.3258407",assistencia,Centro de Referência de Assistência Social ZOI - SECRAS Santos,"Este equipamento público faz parte da rede de proteção social do município de Santos, atuando como centro de referência de assistência social (CRAS), oferecendo atendimento socioassistencial voltado para famílias em situação de vulnerabilidade, com foco na prevenção e promoção social. 

Horário de funcionamento:

Segunda a quinta-feira: 08:00 – 17:00
Sexta-feira: 13:00 – 17:00 

Avenida Afonso Pena, 185 - Macuco. Tel: 3221-6942 / 3203-2903 / 3221-6520. ",,,,,,248
"-23.8834473,-46.2018155",assistencia,NÚCLEOS DE INTEGRAÇÃO EM ASSISTÊNCIA SOCIAL (NIAS),"https://youtu.be/Xnt_2XGWvP0


Rua Andrade Soares, 31. Tel: 3268-1307 / 99605-0462. Núcleo de Integração em Assistência Social - Serviços de proteção social básica.",,,https://youtu.be/Xnt_2XGWvP0,,,249
"-23.9320903,-46.3640438",assistencia,Centro de Referência Especializado da Assistência Social – Zona Noroeste (CREAS),"O CREAS Zona Noroeste, localizado em Santos, oferece atendimento especializado a famílias e indivíduos que vivenciam situações de violação de direitos ou enfrentam risco pessoal e social. A unidade atua de forma estratégica no amparo a pessoas que sofreram violência, negligência, abandono, discriminação ou outras formas de afronta à dignidade humana.

Integrado à rede do Sistema Único de Assistência Social (SUAS), o CREAS desempenha um papel essencial na proteção social especial de média complexidade, promovendo acolhimento qualificado e ações de prevenção e proteção.

A unidade conta com uma equipe multiprofissional composta por assistentes sociais, psicólogos, educadores sociais e advogados, que realizam escuta especializada, planejamento individual ou familiar de atendimento, encaminhamentos intersetoriais e suporte na reconstrução e fortalecimento de vínculos familiares e comunitários.

Rua Cananeia, 269. Tel: 13-3216-1213 / 13-3216-1162. Centro de Referência Especializado da Assistência Social - Atendimento especializado a famílias e indivíduos com direitos violados.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/r5xv87xn7zg.jpg,,,,251
"-23.9535052,-46.3227023",assistencia,CREAS ZL,"Av. Conselheiro Nébias, 452. Tel: 3223-4079 / 3221-8525. Centro de Referência Especializado da Assistência Social - Atendimento especializado a famílias e indivíduos com direitos violados.",,,,,,252
"-9.1675687,-101.9264645",assistencia,OUTROS SERVIÇOS VINCULADOS,. Serviço de Assistência Social.,,,,,,253
"-23.9580794,-46.3407166",assistencia,Casa Dia para Idosos Mãezinha Joana,"A Casa Dia Mãezinha Joana é um serviço da Secretaria de Desenvolvimento Social (SEDS) de Santos, integrante da rede de Proteção Social Especial de Média Complexidade, que oferece acolhimento diurno a pessoas idosas em risco social.

O serviço tem como principal objetivo prevenir a violação de direitos, como abandono, negligência, e violência física ou psicológica, proporcionando aos idosos um ambiente seguro, acolhedor e de convivência comunitária.

Com capacidade para atender até 28 pessoas — sendo 16 mulheres e 12 homens —, a unidade oferece cinco refeições diárias, além de uma ampla programação de atividades internas e externas voltadas à socialização, convivência e estímulo à autonomia. O atendimento é realizado de segunda a sexta-feira, das 8h às 17h, quando os participantes retornam ao convívio familiar ao final do dia.

A equipe técnica da Casa Dia realiza acompanhamento individualizado e mantém contato periódico com os familiares, informando sobre o desenvolvimento das atividades e incentivando o fortalecimento dos vínculos familiares e comunitários.

📍 Endereço: Rua Evaristo da Veiga, 207 – Bairro Campo Grande, Santos
📞 Telefone: (13) 3223-9586

Os interessados em participar do programa devem procurar o Centro de Referência Especializado de Assistência Social (CREAS), localizado na Avenida Conselheiro Nébias, 452 – Encruzilhada, de segunda a sexta-feira, das 9h às 17h, para entrevista e avaliação técnica.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/8z2u2l94ilw.jpg,https://www.santos.sp.gov.br/?q=noticia/casa-dia-maezinha-joana-tem-vagas-para-idosos-em-vulnerabilidade-social,,,254
"-23.9433577,-46.3340282",assistencia,Núcleo de Acolhimento Institucional – NAI,"O Núcleo de Acolhimento Institucional (NAI), localizado na Avenida Francisco Manoel, 252, Santos, é um serviço de acolhimento temporário para crianças e adolescentes que precisam de proteção devido a situações de risco social ou violação de direitos.

O serviço oferece ambiente seguro e estruturado, com cuidados básicos, acompanhamento psicológico e socioeducativo, além de atividades que promovem o desenvolvimento integral e fortalecem vínculos afetivos. A equipe atua em conjunto com famílias de origem e outros serviços da rede de proteção, sempre buscando a reintegração familiar ou, quando necessário, encaminhamento responsável para adoção.

📞 Telefone: (13) 3223-2333",,,,,,255
"-23.5896709,-47.2581059",assistencia,ANÁLIA FRANCO,"Rua Pedro Américo, nº 288. Serviço de Assistência Social.",,,,,,257
"-23.9563013,-46.3229426",assistencia,CASA DA CRIANÇA,"Av. Conselheiro Rodrigues Alves, 120. Tel: 3222-4500. Serviço de Assistência Social.",,,,,,258
"-23.943751,-46.3702801",assistencia,VÓ BENEDITA,"Rua Carlos Caldeira, 675. Tel: 3299-5415. Serviço de Assistência Social.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/lyfpx7k035o.jpg,,,,259
"-23.9408297,-46.3852025",assistencia,VÓ BENEDITA 2,"Rua João Francoli, 855. Serviço de Assistência Social.",,,,,,260
"-23.9393012,-46.3301749",assistencia,SEACOLHE CA,"Rua Júlio de Mesquita, nº 74/78. Tel: 3222-8010. Serviço de Assistência Social.",,,,,,261
"-23.9453881,-46.3330172",assistencia,FAMÍLIA ACOLHEDORA E APADRINHAMENTO AFETIVO,. Programa Família Acolhedora e Apadrinhamento Afetivo.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/pt5k3wqp48q.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/00fzv850gogor.jpg",,,,262
"-23.9453409,-46.3330814",assistencia,SEFAMAC,"O Serviço de Família Acolhedora, vinculado à Secretaria de Desenvolvimento Social (SEDS) de Santos, oferece acolhimento temporário e protetivo a crianças e adolescentes afastados de suas famílias por determinação judicial.

O objetivo do programa é garantir um ambiente familiar, afetuoso e seguro, promovendo o fortalecimento dos vínculos afetivos e comunitários. Sempre que possível, busca-se o retorno à família de origem; quando isso não é viável, o serviço apoia o processo de adoção de forma responsável e humanizada.

A equipe técnica do serviço é responsável por selecionar, capacitar e acompanhar as famílias acolhedoras, além de oferecer apoio contínuo às crianças e adolescentes acolhidos e às suas famílias de origem, assegurando o bem-estar e o desenvolvimento de todos os envolvidos.

📍 Endereço: Av. Senador Pinheiro Machado, 73 – Vila Matias, Santos
📞 Telefone: (13) 3251-9333
🕘 Horário de funcionamento: segunda a sexta-feira, das 9h às 17h",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/0g8s1itk46fu.jpg,,,,263
"-23.9616205,-46.332463",assistencia,SEREP,"Rua Miguel Presgrave, nº 26. Tel: 3251-9333. Serviço de Assistência Social.",,,,,,268
"-23.9608642,-46.3242323",assistencia,REP. DE JOVENS,"AV. Senador Dantas, 290. Tel: 3251-0653. Serviço de Assistência Social.",,,,,,269
"-23.9534241,-46.3242696",assistencia,República Bem Viver – Programa de Atendimento ao Idoso,"A República Bem Viver é um serviço vinculado à Secretaria de Desenvolvimento Social (SEDS) de Santos, integrante da rede de Proteção Social Especial de Alta Complexidade. O programa é voltado ao acolhimento institucional de pessoas idosas que se encontram em situação de vulnerabilidade social, sem vínculos familiares ou com vínculos fragilizados.

O serviço oferece moradia, acompanhamento técnico e suporte psicossocial, assegurando o direito à convivência comunitária, à dignidade e à qualidade de vida. Além disso, promove atividades que estimulam a autonomia, a socialização e o fortalecimento dos vínculos afetivos, respeitando as individualidades e histórias de vida de cada idoso.

📍 Endereço: Rua João Guerra, 316 – Santos
📞 Telefone: (13) 3223-1426",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/pahxczfkzvk.jpg,,,,270
"-23.9446176,46.3315978",assistencia,REP. VITÓRIA,"Rua Prudente de Moraes, 48/50. Tel: 3223-2148. Serviço de Assistência Social.",,,,,,271
"-23.962970,-46.332610",assistencia,República Renascer,"A República Renascer é um serviço integrante da rede de Proteção Social Especial de Alta Complexidade da Secretaria de Desenvolvimento Social (SEDS) de Santos. O programa tem como finalidade oferecer acolhimento institucional a pessoas adultas em situaçção de risco social, que se encontram com vínculos familiares rompidos ou fragilizados.

O serviço proporciona moradia temporária, acompanhamento psicossocial e suporte técnico especializado, promovendo o fortalecimento da autonomia, da convivência comunitária e da reintegração social dos usuários. As atividades desenvolvidas visam à reconstrução de vínculos e à melhoria da qualidade de vida, respeitando a individualidade de cada residente.

📍 Endereço: Rua Prudente de Moraes, 48/50 – Santos
📞 Telefone: (13) 3232-2160",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/qlovucz9r6a.jpg,,,,272
"-23.9730665,-46.3140559",assistencia,CASA DO PARAPLÉGICO,"Rua Nabuco de Araújo, nº 690. Tel: 3236-6006 / 13-3273-2531. Casa do Paraplégico - Acolhimento para pessoas com deficiência.",,,,,,274
"-23.9730665,-46.3140559",assistencia,CASA DO PARAPLÉGICO 2,"Av. Pinheiro Machado, 446. Casa do Paraplégico - Acolhimento para pessoas com deficiência.",,,,,,275
"-23.9378596,-46.3293998",assistencia,CENTRO POP,"Rua Amador Bueno, 446. Tel: 3219-4449 / 3221-8712. Centro de Referência Especializado para População em Situação de Rua.",,,,,,276
"-23.9393012,-46.3301749",assistencia,SEACOLHE AIF,"Rua Bittencourt, 309/311. Tel: 3231-3127. Serviço de Assistência Social.",,,,,,278
"-23.9343827,-46.3332969",assistencia,Casa de Inverno - Abrigo emergencial,"A Casa de Inverno é um abrigo emergencial criado pela Prefeitura de Santos para acolher pessoas em situação de rua durante o período mais frio do ano. O espaço oferece 50 vagas, com leitos, kit de higiene, roupas limpas, jantar e café da manhã, além de canil para animais de estimação.

O local funciona como porta de entrada para outros serviços de resgate da cidadania, integrando a rede de acolhimento e assistência social da Cidade.

Endereço: Rua General Câmara, 249 – Centro, Santos – SP
Funcionamento: das 18h às 7h
Contato da Abordagem Social 24h: 153",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/784eqp5tqwx.jpg,,,,279
"-23.9429199,46.3253783",assistencia,CASA ÊXODO,"Cons. Saraiva, nº 13. Serviço de Assistência Social.",,,,,,280
"-23.9399192,-46.32464",assistencia,ALBERGUE NOTURNO,"Rua Bras Cubas, nº 189. Tel: 3232-3771. Albergue Noturno - Acolhimento noturno.",,,,,,281
"-23.9568415,-46.3291129",assistencia,SEABRIGO AIF,"Av. Manoel Tourinho, 352. Tel: 3221-8711. Abrigo - Acolhimento institucional.",,,,,,283
"-23.9474688,-46.3306685",assistencia,CASA DAS ANAS,"Rua Paraná, 219. Tel: 3041-1849. Serviço de Assistência Social.",,,,,,284
"-23.883689,-46.2014323",saude,Policlínica Caruara,Rua Andrade Soares s/nº – Área Continental. Tel: (13) 3268-1358. E-mail: usf-caruara@santos.sp.gov.br.,,,,,,285
"-23.9486532,-46.3891087",saude,Policlínica Castelo,"Rua Francisco de Barros Melo, 184. Tel: (13) 3299-5985. E-mail: usf-castelo@santos.sp.gov.br.",,,,,,286
"-23.9539452,-46.3325043",saude,Policlínica Conselheiro Nébias,"Av. Conselheiro Nébias, 457. Tel: (13) 3222-3512. E-mail: ubs-conselheironebias@santos.sp.gov.br.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Conselheiro_Nebias/Policlinica_Conselheiro_Nebias_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Conselheiro_Nebias/Policlinica_Conselheiro_Nebias_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Conselheiro_Nebias/Policlinica_Conselheiro_Nebias_4.jpg",,,,287
"-23.9651578,-46.3210333",saude,Policlínica Embaré,"Praça Coronel Fernando Prestes, s/nº. Tel: (13) 3228-3632. E-mail: ubs-embare@santos.sp.gov.br.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Embare/Policlinica_Embare_2.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Embare/Policlinica_Embare_4.jpg",,,,288
"-23.9703093,-46.3156358",saude,Policlínica Estuário,"Avenida Afonso Pena, 541. Tel: (13) 3228-3671. E-mail: usf-estuario@santos.sp.gov.br.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Estuario/Policlinica_Estuario_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Estuario/Policlinica_Estuario_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Estuario/Policlinica_Estuario_4.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Estuario/Policlinica_Estuario_5.jpg",,,,289
"-23.9601284,-46.3408857",saude,Policlínica Gonzaga,"Rua Assis Correia, 17. Tel: (13) 3284-0605. E-mail: ubs-gonzaga@santos.sp.gov.br.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Gonzaga/Policlinica_Gonzaga_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Gonzaga/Policlinica_Gonzaga_2.jpg",,,,290
"-23.9154312,-46.3083957",saude,Policlínica Ilha Diana,Avenida Principal s/nº. Tel: (13) 3223-3620. E-mail: usf-ilhadiana@santos.sp.gov.br.,,,,,,291
"-23.9407449,-46.3355243",saude,Policlínica Jabaquara,"Rua Vasco da Gama, 32. Tel: (13) 3228-3652. E-mail: usf-jabaquara@santos.sp.gov.br.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Jabaquara/Policlinica_Jabaquara_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Jabaquara/Policlinica_Jabaquara_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Jabaquara/Policlinica_Jabaquara_4.jpg",,,,292
"-23.9632856,-46.3519625",saude,Policlínica Pompeia / José Menino,"Rua Ceará, 11, Pompeia. Tel: (13) 3239-5270. E-mail: ubs-pompeiajm@santos.sp.gov.br.",,,,,,293
"-23.9523445,-46.3600093",saude,Policlínica Marapé,"Rua São Judas Tadeu, s/nº. Tel: (13) 3237-1758. E-mail: ubs-marape@santos.sp.gov.br.",,,,,,294
"-23.9457541,-46.3296696",saude,Policlínica Martins Fontes,"Rua Luiza Macuco, 40, Vila Mathias. Tel: (13) 3232-2300. E-mail: usf-martinsfontes@santos.sp.gov.br.",,,,,,295
"-23.9186713,-46.286613",saude,Policlínica Monte Cabrão,Av. Principal s/nº – Área Continental. Tel: (13) 3352-2001. E-mail: usf-montecabrao@santos.sp.gov.br.,,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Monte_Cabrao/Policlinica_Monte_Cabrao_1.jpeg,,,,296
"-23.9378174,-46.3283099",saude,Policlínica Monte Serrat,Praça Correa de Melo s/nº. Tel: (13) 3221-8316. E-mail: usf-monteserrat@santos.sp.gov.br.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Monte_Serrat/Policlinica_Monte_Serrat_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Monte_Serrat/Policlinica_Monte_Serrat_3.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Monte_Serrat/Policlinica_Monte_Serrat_4.jpg",,,,297
"-23.9631945,-46.3679715",saude,Policlínica Morro José Menino,"Rua Doutor Carlos Alberto Curado, 77 A. Tel: (13) 3251-9424. E-mail: usf-josemenino@santos.sp.gov.br.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Morro_Jose_Menino/Policlinica_Morro_Jose_Menino_1.jpg,,,,298
"-23.942919,-46.3529706",saude,Policlínica e Pronto Atendimento Nova Cintra,Rua José Ozéas Barbosa s/n.º. Tel: (13) 3258-6902. E-mail: usf-novacintra@santos.sp.gov.br.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_e_Pronto_Atendimento_Nova_Cintra/Policlinica_e_Pronto_Atendimento_Nova_Cintra_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_e_Pronto_Atendimento_Nova_Cintra/Policlinica_e_Pronto_Atendimento_Nova_Cintra_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_e_Pronto_Atendimento_Nova_Cintra/Policlinica_e_Pronto_Atendimento_Nova_Cintra_3.jpeg",,,,299
"-23.9315786,-46.3533009",saude,Policlínica Penha,"Rua Três, 150. Tel: (13) 3296-2679. E-mail: usf-penha@santos.sp.gov.br.",,,,,,300
"-23.9782444,-46.3110638",saude,Policlínica Ponta da Praia,Praça 1º de Maio s/nº. Tel: (13) 3261–2762. E-mail: ubs-pontadapraia@santos.sp.gov.br.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Ponta_da_Praia/Policlinica_Ponta_da_Praia_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Ponta_da_Praia/Policlinica_Ponta_da_Praia_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Ponta_da_Praia/Policlinica_Ponta_da_Praia_5.jpg",,,,301
"-23.9352115,-46.3264801",saude,Unidade de Cuidado do Porto,"Rua General Câmara, 507, Paquetá. Tel: (13) 3233-3228. E-mail: ubs-porto@santos.sp.gov.br.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Unidade_de_Cuidado_do_Porto/Unidade_de_Cuidado_do_Porto_2.jpg,,,,302
"-23.9404759,-46.3924521",saude,Policlínica Rádio Clube,Avenida Hugo Maia s/nº. Tel: (13) 3299-8988. E-mail: usf-radioclube@santos.sp.gov.br.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Radio_Clube/Policlinica_Radio_Clube_3.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Radio_Clube/Policlinica_Radio_Clube_4.jpg",,,,303
"-23.9386562,-46.3433333",saude,Policlínica São Bento,Rua das Pedras s/nº. Tel: (13) 3222-3913. E-mail: usf-saobento@santos.sp.gov.br.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Sao_Bento/Policlinica_Sao_Bento_1.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Sao_Bento/Policlinica_Sao_Bento_2.jpg",,,,304
"-23.9447136,-46.3793851",saude,Policlínica Santa Maria / São Jorge,"Rua Maestro Antônio Garofalo, 682 - Santa Maria.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Santa_Maria_Sao_Jorge/Policlinica_Santa_Maria_Sao_Jorge_2.jpg,,,,305
"-23.9294316,-46.3897578",saude,Policlínica São Manoel,Praça Nicolau Geraigire s/nº. Tel: (13) 3299-5063. E-mail: usf-saomanoel@santos.sp.gov.br.,,,,,,306
"-23.9252477,-46.3986764",saude,Policlínica Piratininga,Praça João de Moraes Chaves s/nº. Tel: (13) 3223-4318. E-mail: usf-piratininga@santos.sp.gov.br.,,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Piratininga/Policlinica_Piratininga_2.jpg,,,,307
